;ID_Pedido;Data_Pedido;ID_Representante;Nome_Representante;Regional;ID_Produto;Nome_Produto;Valor_Produto;Quantidade_Vendida;Valor_Total_Venda;Nome_Cliente;Cidade_Cliente;Estado_Cliente
;10923;28/05/2020;1007;Alex Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;93;R$74.400;Carrefour;Rio de Janeiro;RJ
;10924;28/05/2020;1006;Mário Junior;Sudeste;SKU9012;Smart TV;R$1.998;34;R$67.932;Casas Bahia;Betim;MINAS
;10925;29/05/2020;1007;Alex Souza;Sudeste;SKU9012;Smart TV;R$1.998;91;R$181.818;Magazine Luiza;Niterói;RJ
;10926;29/05/2020;1001;Maria Silva;Sudeste;SKU9006;E-Reader;R$250;76;R$19.000;Ponto Frio;Rio de Janeiro;RJ
;10927;29/05/2020;1008;Teobaldo Junior;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;46;R$197.800;kabum;Rio de Janeiro;RJ
;10928;29/05/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;55;R$4.400;Magazine Luiza;Rio de Janeiro;RJ
;10929;29/05/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;26;R$6.500;kabum;Rio de Janeiro;RJ
;10930;29/05/2020;1002;Lucas Souza;Sudeste;SKU9006;E-Reader;R$250;57;R$14.250;Casas Bahia;Belo Horizonte;MINAS
;10931;29/05/2020;1009;Felipe Seixas;Sudeste;SKU9004;Celular Modelo 2;R$1.200;34;R$40.800;Carrefour;Belo Horizonte;MINAS
;10932;29/05/2020;1008;Teobaldo Junior;Sudeste;SKU9016;Webcam;R$130;86;R$11.180;Ponto Frio;Vitória;ES
;10933;30/05/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;68;R$5.440;Ricardo Eletro;Belo Horizonte;MINAS
;10934;30/05/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;43;R$184.900;Ponto Frio;Rio de Janeiro;RJ
;10935;30/05/2020;1008;Teobaldo Junior;Sudeste;SKU9004;Celular Modelo 2;R$1.200;44;R$52.800;Magazine Luiza;São Paulo;SP
;10936;30/05/2020;1004;Isabela Carolina;Sudeste;SKU9015;Teclado ;R$80;86;R$6.880;Shoptime;Betim;MINAS
;10937;30/05/2020;1004;Isabela Carolina;Sudeste;SKU9003;Celular Modelo 1;R$800;20;R$16.000;Ponto Frio;Campinas;SP
;10938;30/05/2020;1005;Tais Fernandes;Sudeste;SKU9008;Mouse;R$88;92;R$8.096;Ricardo Eletro;Vitória;ES
;10939;30/05/2020;1001;Maria Silva;Sudeste;SKU9005;Celular Modelo 3;R$1.800;10;R$18.000;amazon;Guarapari;ES
;10940;31/05/2020;1007;Alex Souza;Sudeste;SKU9008;Mouse;R$88;13;R$1.144;amazon;Niterói;RJ
;10941;31/05/2020;1003;Paulo Ferreira;Sudeste;SKU9014;Tablet;R$1.700;45;R$76.500;Casas Bahia;Guarapari;ES
;10942;31/05/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;67;R$97.150;amazon;Belo Horizonte;MINAS
;10943;31/05/2020;1009;Felipe Seixas;Sudeste;SKU9004;Celular Modelo 2;R$1.200;23;R$27.600;amazon;Belo Horizonte;MINAS
;10944;01/06/2020;1002;Lucas Souza;Sudeste;SKU9008;Mouse;R$88;65;R$5.720;Ricardo Eletro;Belo Horizonte;MINAS
;10945;01/06/2020;1009;Felipe Seixas;Sudeste;SKU9002;Carregador Portátil;R$80;23;R$1.840;Magazine Luiza;Rio de Janeiro;RJ
;10946;01/06/2020;1008;Teobaldo Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;82;R$118.900;Casas Bahia;Guarapari;ES
;10947;01/06/2020;1005;Tais Fernandes;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;68;R$150.960;Casas Bahia;São Paulo;SP
;10948;02/06/2020;1009;Felipe Seixas;Sudeste;SKU9007;Headphone;R$150;42;R$6.300;Ponto Frio;Campinas;SP
;10949;02/06/2020;1002;Lucas Souza;Sudeste;SKU9012;Smart TV;R$1.998;64;R$127.872;Casas Bahia;Rio de Janeiro;RJ
;10950;02/06/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;98;R$166.600;Magazine Luiza;Rio de Janeiro;RJ
;10951;02/06/2020;1005;Tais Fernandes;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;38;R$55.100;Casas Bahia;Vitória;ES
;10952;02/06/2020;1003;Paulo Ferreira;Sudeste;SKU9008;Mouse;R$88;57;R$5.016;Casas Bahia;Belo Horizonte;MINAS
;10953;02/06/2020;1004;Isabela Carolina;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;97;R$215.340;Carrefour;São Paulo;SP
;10954;03/06/2020;1001;Maria Silva;Sudeste;SKU9015;Teclado ;R$80;82;R$6.560;Ponto Frio;São Paulo;SP
;10955;03/06/2020;1009;Felipe Seixas;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;99;R$425.700;Carrefour;Niterói;RJ
;10956;03/06/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;98;R$166.600;Ricardo Eletro;Niterói;RJ
;10957;03/06/2020;1005;Tais Fernandes;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;86;R$190.920;Casas Bahia;São Paulo;SP
;10958;03/06/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;17;R$24.650;amazon;Vitória;ES
;10959;03/06/2020;1001;Maria Silva;Sudeste;SKU9015;Teclado ;R$80;81;R$6.480;amazon;Campinas;SP
;10960;03/06/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;94;R$23.500;Ricardo Eletro;Niterói;RJ
;10961;03/06/2020;1008;Teobaldo Junior;Sudeste;SKU9012;Smart TV;R$1.998;98;R$195.804;amazon;Vitória;ES
;10962;03/06/2020;1008;Teobaldo Junior;Sudeste;SKU9006;E-Reader;R$250;47;R$11.750;kabum;Vitória;ES
;10963;03/06/2020;1005;Tais Fernandes;Sudeste;SKU9014;Tablet;R$1.700;81;R$137.700;Casas Bahia;Vitória;ES
;10964;04/06/2020;1008;Teobaldo Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;84;R$67.200;kabum;Campinas;SP
;10965;04/06/2020;1002;Lucas Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;96;R$115.200;Casas Bahia;Belo Horizonte;MINAS
;10966;04/06/2020;1004;Isabela Carolina;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;72;R$309.600;kabum;Vitória;ES
;10967;04/06/2020;1007;Alex Souza;Sudeste;SKU9013;SSD;R$435;89;R$38.715;Ricardo Eletro;Vitória;ES
;10968;04/06/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;89;R$7.832;Shoptime;Rio de Janeiro;RJ
;10969;04/06/2020;1005;Tais Fernandes;Sudeste;SKU9005;Celular Modelo 3;R$1.800;52;R$93.600;Casas Bahia;Guarapari;ES
;10970;04/06/2020;1006;Mário Junior;Sudeste;SKU9016;Webcam;R$130;48;R$6.240;Casas Bahia;São Paulo;SP
;10971;05/06/2020;1006;Mário Junior;Sudeste;SKU9008;Mouse;R$88;74;R$6.512;Casas Bahia;Vitória;ES
;10972;05/06/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;55;R$236.500;Shoptime;Niterói;RJ
;10973;05/06/2020;1003;Paulo Ferreira;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;73;R$162.060;Magazine Luiza;Belo Horizonte;MINAS
;10974;05/06/2020;1001;Maria Silva;Sudeste;SKU9006;E-Reader;R$250;94;R$23.500;kabum;Rio de Janeiro;RJ
;10975;05/06/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;100;R$180.000;Shoptime;Betim;MINAS
;10976;06/06/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;37;R$2.035;Casas Bahia;Vitória;ES
;10977;06/06/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;78;R$132.600;amazon;Betim;MINAS
;10978;06/06/2020;1004;Isabela Carolina;Sudeste;SKU9015;Teclado ;R$80;60;R$4.800;Ricardo Eletro;Vitória;ES
;10979;06/06/2020;1007;Alex Souza;Sudeste;SKU9001;Caixa de Som;R$55;98;R$5.390;Carrefour;Campinas;SP
;10980;06/06/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;16;R$2.400;Magazine Luiza;Guarapari;ES
;10981;06/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;20;R$1.600;Ponto Frio;Betim;MINAS
;10982;07/06/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;71;R$85.200;Shoptime;Betim;MINAS
;10983;07/06/2020;1007;Alex Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;24;R$19.200;amazon;Guarapari;ES
;10984;07/06/2020;1009;Felipe Seixas;Sudeste;SKU9002;Carregador Portátil;R$80;47;R$3.760;Magazine Luiza;Rio de Janeiro;RJ
;10985;07/06/2020;1002;Lucas Souza;Sudeste;SKU9015;Teclado ;R$80;50;R$4.000;Magazine Luiza;Vitória;ES
;10986;08/06/2020;1002;Lucas Souza;Sudeste;SKU9008;Mouse;R$88;36;R$3.168;Ponto Frio;Rio de Janeiro;RJ
;10987;08/06/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;91;R$13.650;kabum;Rio de Janeiro;RJ
;10988;08/06/2020;1002;Lucas Souza;Sudeste;SKU9015;Teclado ;R$80;40;R$3.200;Magazine Luiza;Vitória;ES
;10989;08/06/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;59;R$106.200;amazon;Rio de Janeiro;RJ
;10990;09/06/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;27;R$32.400;Carrefour;Rio de Janeiro;RJ
;10991;09/06/2020;1003;Paulo Ferreira;Sudeste;SKU9005;Celular Modelo 3;R$1.800;10;R$18.000;Carrefour;Campinas;SP
;10992;09/06/2020;1008;Teobaldo Junior;Sudeste;SKU9015;Teclado ;R$80;78;R$6.240;Carrefour;Guarapari;ES
;10993;09/06/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;71;R$5.680;Casas Bahia;São Paulo;SP
;10994;10/06/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;5;R$275;amazon;Rio de Janeiro;RJ
;10995;10/06/2020;1009;Felipe Seixas;Sudeste;SKU9007;Headphone;R$150;61;R$9.150;amazon;Niterói;RJ
;10996;10/06/2020;1009;Felipe Seixas;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;64;R$275.200;Carrefour;Vitória;ES
;10997;10/06/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;80;R$7.040;Ricardo Eletro;Niterói;RJ
;10998;10/06/2020;1002;Lucas Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;70;R$126.000;Shoptime;Betim;MINAS
;10999;10/06/2020;1002;Lucas Souza;Sudeste;SKU9001;Caixa de Som;R$55;73;R$4.015;Casas Bahia;Vitória;ES
;11000;10/06/2020;1008;Teobaldo Junior;Sudeste;SKU9001;Caixa de Som;R$55;16;R$880;Ricardo Eletro;Belo Horizonte;MINAS
;11001;10/06/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;62;R$9.300;Magazine Luiza;Belo Horizonte;MINAS
;11002;10/06/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;14;R$2.100;amazon;Rio de Janeiro;RJ
;11003;10/06/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;89;R$197.580;Shoptime;Niterói;RJ
;11004;10/06/2020;1008;Teobaldo Junior;Sudeste;SKU9002;Carregador Portátil;R$80;15;R$1.200;Casas Bahia;Betim;MINAS
;11005;10/06/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;21;R$3.150;Shoptime;Rio de Janeiro;RJ
;11006;10/06/2020;1003;Paulo Ferreira;Sudeste;SKU9016;Webcam;R$130;64;R$8.320;Carrefour;Campinas;SP
;11007;11/06/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;88;R$195.360;Magazine Luiza;São Paulo;SP
;11008;11/06/2020;1008;Teobaldo Junior;Sudeste;SKU9002;Carregador Portátil;R$80;98;R$7.840;Casas Bahia;Betim;MINAS
;11009;11/06/2020;1003;Paulo Ferreira;Sudeste;SKU9014;Tablet;R$1.700;72;R$122.400;Magazine Luiza;Betim;MINAS
;11010;11/06/2020;1009;Felipe Seixas;Sudeste;SKU9003;Celular Modelo 1;R$800;64;R$51.200;Shoptime;Vitória;ES
;11011;11/06/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;8;R$704;amazon;São Paulo;SP
;11012;11/06/2020;1004;Isabela Carolina;Sudeste;SKU9012;Smart TV;R$1.998;64;R$127.872;Carrefour;Niterói;RJ
;11013;11/06/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;59;R$4.720;Magazine Luiza;Vitória;ES
;11014;11/06/2020;1008;Teobaldo Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;86;R$68.800;kabum;Belo Horizonte;MINAS
;11015;12/06/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;34;R$61.200;Carrefour;Guarapari;ES
;11016;12/06/2020;1007;Alex Souza;Sudeste;SKU9015;Teclado ;R$80;45;R$3.600;Shoptime;Vitória;ES
;11017;12/06/2020;1008;Teobaldo Junior;Sudeste;SKU9016;Webcam;R$130;67;R$8.710;Ricardo Eletro;Niterói;RJ
;11018;12/06/2020;1009;Felipe Seixas;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;76;R$326.800;Carrefour;Niterói;RJ
;11019;12/06/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;47;R$11.750;Shoptime;Guarapari;ES
;11020;12/06/2020;1002;Lucas Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;41;R$73.800;Shoptime;Campinas;SP
;11021;12/06/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;84;R$186.480;amazon;Rio de Janeiro;RJ
;11022;13/06/2020;1008;Teobaldo Junior;Sudeste;SKU9015;Teclado ;R$80;72;R$5.760;Magazine Luiza;Rio de Janeiro;RJ
;11023;13/06/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;80;R$20.000;Carrefour;Betim;MINAS
;11024;13/06/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;52;R$75.400;amazon;Vitória;ES
;11025;13/06/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;58;R$249.400;Carrefour;Belo Horizonte;MINAS
;11026;13/06/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;64;R$115.200;amazon;Niterói;RJ
;11027;14/06/2020;1009;Felipe Seixas;Sudeste;SKU9006;E-Reader;R$250;74;R$18.500;kabum;Betim;MINAS
;11028;14/06/2020;1008;Teobaldo Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;84;R$121.800;Shoptime;Guarapari;ES
;11029;15/06/2020;1003;Paulo Ferreira;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;71;R$102.950;Ponto Frio;Belo Horizonte;MINAS
;11030;15/06/2020;1004;Isabela Carolina;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;28;R$62.160;Carrefour;Betim;MINAS
;11031;15/06/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;93;R$13.950;Magazine Luiza;Belo Horizonte;MINAS
;11032;15/06/2020;1009;Felipe Seixas;Sudeste;SKU9004;Celular Modelo 2;R$1.200;18;R$21.600;Shoptime;Rio de Janeiro;RJ
;11033;15/06/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;11;R$47.300;Carrefour;Belo Horizonte;MINAS
;11034;15/06/2020;1009;Felipe Seixas;Sudeste;SKU9015;Teclado ;R$80;75;R$6.000;amazon;Niterói;RJ
;11035;15/06/2020;1006;Mário Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;85;R$123.250;kabum;Niterói;RJ
;11036;15/06/2020;1005;Tais Fernandes;Sudeste;SKU9016;Webcam;R$130;65;R$8.450;Carrefour;Rio de Janeiro;RJ
;11037;16/06/2020;1004;Isabela Carolina;Sudeste;SKU9003;Celular Modelo 1;R$800;75;R$60.000;Carrefour;Betim;MINAS
;11038;16/06/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;56;R$67.200;Carrefour;Vitória;ES
;11039;16/06/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;37;R$53.650;kabum;Guarapari;ES
;11040;16/06/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;83;R$6.640;Casas Bahia;São Paulo;SP
;11041;16/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;14;R$1.120;Casas Bahia;Rio de Janeiro;RJ
;11042;16/06/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;93;R$158.100;Magazine Luiza;Rio de Janeiro;RJ
;11043;16/06/2020;1002;Lucas Souza;Sudeste;SKU9015;Teclado ;R$80;55;R$4.400;Shoptime;Rio de Janeiro;RJ
;11044;17/06/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;55;R$8.250;Ricardo Eletro;São Paulo;SP
;11045;17/06/2020;1009;Felipe Seixas;Sudeste;SKU9008;Mouse;R$88;91;R$8.008;Magazine Luiza;São Paulo;SP
;11046;17/06/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;33;R$56.100;Ricardo Eletro;Niterói;RJ
;11047;17/06/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;26;R$2.080;Casas Bahia;Campinas;SP
;11048;17/06/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;72;R$104.400;kabum;Vitória;ES
;11049;17/06/2020;1004;Isabela Carolina;Sudeste;SKU9012;Smart TV;R$1.998;16;R$31.968;Ponto Frio;Rio de Janeiro;RJ
;11050;17/06/2020;1002;Lucas Souza;Sudeste;SKU9001;Caixa de Som;R$55;87;R$4.785;Casas Bahia;Vitória;ES
;11051;18/06/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;79;R$63.200;Carrefour;Belo Horizonte;MINAS
;11052;18/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;87;R$6.960;Casas Bahia;Rio de Janeiro;RJ
;11053;18/06/2020;1007;Alex Souza;Sudeste;SKU9008;Mouse;R$88;85;R$7.480;Ricardo Eletro;São Paulo;SP
;11054;18/06/2020;1002;Lucas Souza;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;21;R$46.620;Magazine Luiza;Rio de Janeiro;RJ
;11055;18/06/2020;1006;Mário Junior;Sudeste;SKU9014;Tablet;R$1.700;95;R$161.500;Ricardo Eletro;São Paulo;SP
;11056;18/06/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;51;R$4.488;amazon;São Paulo;SP
;11057;18/06/2020;1003;Paulo Ferreira;Sudeste;SKU9013;SSD;R$435;48;R$20.880;Carrefour;Rio de Janeiro;RJ
;11058;18/06/2020;1003;Paulo Ferreira;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;56;R$240.800;Magazine Luiza;Betim;MINAS
;11059;19/06/2020;1008;Teobaldo Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;30;R$43.500;Shoptime;Guarapari;ES
;11060;19/06/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;19;R$1.520;Shoptime;Campinas;SP
;11061;19/06/2020;1006;Mário Junior;Sudeste;SKU9004;Celular Modelo 2;R$1.200;81;R$97.200;Casas Bahia;São Paulo;SP
;11062;19/06/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;40;R$172.000;Carrefour;Belo Horizonte;MINAS
;11063;20/06/2020;1001;Maria Silva;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;17;R$37.740;Carrefour;Campinas;SP
;11064;20/06/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;42;R$3.360;Shoptime;Betim;MINAS
;11065;20/06/2020;1004;Isabela Carolina;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;17;R$24.650;kabum;Belo Horizonte;MINAS
;11066;20/06/2020;1004;Isabela Carolina;Sudeste;SKU9007;Headphone;R$150;12;R$1.800;amazon;Rio de Janeiro;RJ
;11067;20/06/2020;1002;Lucas Souza;Sudeste;SKU9013;SSD;R$435;100;R$43.500;kabum;Rio de Janeiro;RJ
;11068;20/06/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;15;R$18.000;amazon;Vitória;ES
;11069;20/06/2020;1003;Paulo Ferreira;Sudeste;SKU9006;E-Reader;R$250;18;R$4.500;amazon;Guarapari;ES
;11070;20/06/2020;1005;Tais Fernandes;Sudeste;SKU9003;Celular Modelo 1;R$800;20;R$16.000;Ricardo Eletro;Campinas;SP
;11071;21/06/2020;1007;Alex Souza;Sudeste;SKU9015;Teclado ;R$80;38;R$3.040;Casas Bahia;Belo Horizonte;MINAS
;11072;21/06/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;65;R$110.500;amazon;Guarapari;ES
;11073;21/06/2020;1002;Lucas Souza;Sudeste;SKU9014;Tablet;R$1.700;88;R$149.600;Magazine Luiza;Betim;MINAS
;11074;21/06/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;39;R$70.200;kabum;Campinas;SP
;11075;21/06/2020;1003;Paulo Ferreira;Sudeste;SKU9012;Smart TV;R$1.998;33;R$65.934;Ponto Frio;Guarapari;ES
;11076;21/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;8;R$640;Ricardo Eletro;Betim;MINAS
;11077;22/06/2020;1002;Lucas Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;36;R$28.800;Magazine Luiza;São Paulo;SP
;11078;22/06/2020;1001;Maria Silva;Sudeste;SKU9016;Webcam;R$130;35;R$4.550;Ricardo Eletro;Vitória;ES
;11079;22/06/2020;1001;Maria Silva;Sudeste;SKU9004;Celular Modelo 2;R$1.200;48;R$57.600;Ponto Frio;Vitória;ES
;11080;22/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;94;R$7.520;Ricardo Eletro;Betim;MINAS
;11081;22/06/2020;1005;Tais Fernandes;Sudeste;SKU9007;Headphone;R$150;13;R$1.950;Shoptime;Niterói;RJ
;11082;22/06/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;72;R$104.400;amazon;Belo Horizonte;MINAS
;11083;22/06/2020;1003;Paulo Ferreira;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;24;R$34.800;amazon;Belo Horizonte;MINAS
;11084;23/06/2020;1005;Tais Fernandes;Sudeste;SKU9012;Smart TV;R$1.998;28;R$55.944;Carrefour;Vitória;ES
;11085;23/06/2020;1008;Teobaldo Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;79;R$63.200;Carrefour;Rio de Janeiro;RJ
;11086;23/06/2020;1003;Paulo Ferreira;Sudeste;SKU9001;Caixa de Som;R$55;11;R$605;amazon;Niterói;RJ
;11087;23/06/2020;1003;Paulo Ferreira;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;31;R$133.300;Magazine Luiza;Campinas;SP
;11088;23/06/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;75;R$322.500;Shoptime;Campinas;SP
;11089;23/06/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;5;R$400;Ricardo Eletro;Belo Horizonte;MINAS
;11090;23/06/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;65;R$5.200;Ricardo Eletro;Belo Horizonte;MINAS
;11091;24/06/2020;1009;Felipe Seixas;Sudeste;SKU9002;Carregador Portátil;R$80;96;R$7.680;Casas Bahia;Betim;MINAS
;11092;24/06/2020;1003;Paulo Ferreira;Sudeste;SKU9008;Mouse;R$88;40;R$3.520;Casas Bahia;Belo Horizonte;MINAS
;11093;24/06/2020;1005;Tais Fernandes;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;14;R$20.300;Casas Bahia;Rio de Janeiro;RJ
;11094;24/06/2020;1004;Isabela Carolina;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;46;R$197.800;Ponto Frio;Rio de Janeiro;RJ
;11095;24/06/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;47;R$11.750;Carrefour;Betim;MINAS
;11096;24/06/2020;1005;Tais Fernandes;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;90;R$199.800;Shoptime;Rio de Janeiro;RJ
;11097;24/06/2020;1004;Isabela Carolina;Sudeste;SKU9002;Carregador Portátil;R$80;8;R$640;Carrefour;Rio de Janeiro;RJ
;11098;25/06/2020;1007;Alex Souza;Sudeste;SKU9001;Caixa de Som;R$55;78;R$4.290;Ricardo Eletro;Belo Horizonte;MINAS
;11099;25/06/2020;1002;Lucas Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;89;R$106.800;Shoptime;Rio de Janeiro;RJ
;11100;25/06/2020;1001;Maria Silva;Sudeste;SKU9003;Celular Modelo 1;R$800;53;R$42.400;Ricardo Eletro;São Paulo;SP
;11101;25/06/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;95;R$23.750;Casas Bahia;Guarapari;ES
;11102;26/06/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;49;R$210.700;amazon;Rio de Janeiro;RJ
;11103;26/06/2020;1009;Felipe Seixas;Sudeste;SKU9013;SSD;R$435;32;R$13.920;Casas Bahia;Guarapari;ES
;11104;26/06/2020;1004;Isabela Carolina;Sudeste;SKU9002;Carregador Portátil;R$80;29;R$2.320;Casas Bahia;Rio de Janeiro;RJ
;11105;26/06/2020;1005;Tais Fernandes;Sudeste;SKU9008;Mouse;R$88;16;R$1.408;Carrefour;Vitória;ES
;11106;27/06/2020;1002;Lucas Souza;Sudeste;SKU9012;Smart TV;R$1.998;81;R$161.838;Casas Bahia;Vitória;ES
;11107;27/06/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;32;R$137.600;Magazine Luiza;Campinas;SP
;11108;27/06/2020;1006;Mário Junior;Sudeste;SKU9012;Smart TV;R$1.998;49;R$97.902;Magazine Luiza;Belo Horizonte;MINAS
;11109;27/06/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;97;R$215.340;Magazine Luiza;São Paulo;SP
;11110;28/06/2020;1009;Felipe Seixas;Sudeste;SKU9013;SSD;R$435;67;R$29.145;amazon;Belo Horizonte;MINAS
;11111;28/06/2020;1001;Maria Silva;Sudeste;SKU9006;E-Reader;R$250;98;R$24.500;Shoptime;Belo Horizonte;MINAS
;11112;28/06/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;67;R$10.050;amazon;Rio de Janeiro;RJ
;11113;28/06/2020;1009;Felipe Seixas;Sudeste;SKU9008;Mouse;R$88;77;R$6.776;Magazine Luiza;São Paulo;SP
